TIME_PERIOD;MEDIDAS;TERRITORIO;ACTIVIDAD_ECONOMICA;OBSERVACIONES
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades sanitarias;107
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Industria de la alimentación, bebidas y tabaco;41
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de maquinaria y equipo n.c.o.p.;2
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Comercio al por menor, excepto de vehículos de motor y motocicletas;743
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";1
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;34
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Reparación de ordenadores, efectos personales y artículos de uso doméstico;19
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Transporte aéreo;0
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Telecomunicaciones;4
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";8
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de otro material de transporte;1
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Edición;1
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;2
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Investigación y desarrollo;4
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;161
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Coquerías y refino de petróleo;0
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Agricultura, ganadería, caza y servicios relacionados con las mismas;55
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades postales y de correos;2
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades inmobiliarias;197
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Transporte terrestre y por tubería;371
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Industrias extractivas;1
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de productos farmacéuticos;1
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Construcción;455
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;3
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Industria química;5
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Construcción;455
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de productos metálicos, excepto maquinaria y equipo;28
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";182
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Hostelería;1266
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Artes gráficas y reproducción de soportes grabados;21
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades de servicios sociales;23
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";44
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de productos informáticos, electrónicos y ópticos;0
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Total;5014
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Educación;113
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Venta y reparación de vehículos de motor y motocicletas;108
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades deportivas, recreativas y de entretenimiento;115
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de productos de caucho y plásticos;1
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;"Fabricación de muebles; otras industrias manufactureras";7
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Publicidad y estudios de mercado;26
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades asociativas;59
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de material y equipo eléctrico;0
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";28
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades de organizaciones y organismos extraterritoriales;0
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Reparación e instalación de maquinaria y equipo;29
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Suministro de energía eléctrica, gas, vapor y aire acondicionado;4
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";153
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades de alquiler;72
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Otros servicios personales;231
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Pesca y acuicultura;44
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;Transporte marítimo y por vías navegables interiores;11
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";7
01/2023;Empresa inscrita en la Seguridad Social;Lanzarote;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";44
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de vehículos de motor, remolques y semirremolques;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Almacenamiento y actividades anexas al transporte;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Servicios;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Agricultura, ganadería, silvicultura y pesca;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Administración pública y defensa; seguridad social obligatoria";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Captación, depuración y distribución de agua;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Servicios financieros, excepto seguros y fondos de pensiones;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Industria;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades auxiliares a los servicios financieros y a los seguros;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Silvicultura y explotación forestal;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Industria del papel;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de otros productos minerales no metálicos;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades relacionadas con el empleo;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades sanitarias;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Industria de la alimentación, bebidas y tabaco;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de maquinaria y equipo n.c.o.p.;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Comercio al por menor, excepto de vehículos de motor y motocicletas;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Reparación de ordenadores, efectos personales y artículos de uso doméstico;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Transporte aéreo;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Telecomunicaciones;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de otro material de transporte;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Edición;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Investigación y desarrollo;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Coquerías y refino de petróleo;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Agricultura, ganadería, caza y servicios relacionados con las mismas;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades postales y de correos;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades inmobiliarias;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Transporte terrestre y por tubería;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Industrias extractivas;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos farmacéuticos;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Construcción;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Industria química;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Construcción;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos metálicos, excepto maquinaria y equipo;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Hostelería;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Artes gráficas y reproducción de soportes grabados;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de servicios sociales;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos informáticos, electrónicos y ópticos;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Total;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Educación;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Venta y reparación de vehículos de motor y motocicletas;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades deportivas, recreativas y de entretenimiento;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos de caucho y plásticos;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Fabricación de muebles; otras industrias manufactureras";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Publicidad y estudios de mercado;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades asociativas;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de material y equipo eléctrico;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de organizaciones y organismos extraterritoriales;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Reparación e instalación de maquinaria y equipo;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Suministro de energía eléctrica, gas, vapor y aire acondicionado;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de alquiler;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Otros servicios personales;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Pesca y acuicultura;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;Transporte marítimo y por vías navegables interiores;
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";
01/2023;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de vehículos de motor, remolques y semirremolques;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Almacenamiento y actividades anexas al transporte;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Servicios;1
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Agricultura, ganadería, silvicultura y pesca;1
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Administración pública y defensa; seguridad social obligatoria";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Captación, depuración y distribución de agua;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Servicios financieros, excepto seguros y fondos de pensiones;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades auxiliares a los servicios financieros y a los seguros;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Silvicultura y explotación forestal;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria del papel;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de otros productos minerales no metálicos;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades relacionadas con el empleo;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades sanitarias;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria de la alimentación, bebidas y tabaco;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de maquinaria y equipo n.c.o.p.;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Comercio al por menor, excepto de vehículos de motor y motocicletas;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Reparación de ordenadores, efectos personales y artículos de uso doméstico;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Transporte aéreo;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Telecomunicaciones;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de otro material de transporte;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Edición;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Investigación y desarrollo;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Coquerías y refino de petróleo;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Agricultura, ganadería, caza y servicios relacionados con las mismas;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades postales y de correos;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades inmobiliarias;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Transporte terrestre y por tubería;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industrias extractivas;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de productos farmacéuticos;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Construcción;1
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria química;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Construcción;1
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de productos metálicos, excepto maquinaria y equipo;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Hostelería;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Artes gráficas y reproducción de soportes grabados;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades de servicios sociales;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de productos informáticos, electrónicos y ópticos;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Total;3
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Educación;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Venta y reparación de vehículos de motor y motocicletas;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades deportivas, recreativas y de entretenimiento;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de productos de caucho y plásticos;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Fabricación de muebles; otras industrias manufactureras";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Publicidad y estudios de mercado;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades asociativas;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de material y equipo eléctrico;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades de organizaciones y organismos extraterritoriales;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Reparación e instalación de maquinaria y equipo;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Suministro de energía eléctrica, gas, vapor y aire acondicionado;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades de alquiler;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Otros servicios personales;0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Pesca y acuicultura;1
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;Transporte marítimo y por vías navegables interiores;1
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";0
01/2023;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";0
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";254
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de vehículos de motor, remolques y semirremolques;6
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Almacenamiento y actividades anexas al transporte;300
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Servicios;19409
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Agricultura, ganadería, silvicultura y pesca;782
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Administración pública y defensa; seguridad social obligatoria";0
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";492
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Captación, depuración y distribución de agua;87
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Servicios financieros, excepto seguros y fondos de pensiones;55
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria;1216
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades auxiliares a los servicios financieros y a los seguros;204
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Silvicultura y explotación forestal;7
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria del papel;9
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";96
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de otros productos minerales no metálicos;51
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades relacionadas con el empleo;40
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades sanitarias;775
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria de la alimentación, bebidas y tabaco;241
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de maquinaria y equipo n.c.o.p.;18
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Comercio al por menor, excepto de vehículos de motor y motocicletas;3236
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";8
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;107
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Reparación de ordenadores, efectos personales y artículos de uso doméstico;102
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Transporte aéreo;13
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Telecomunicaciones;47
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";47
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de otro material de transporte;29
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Edición;32
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;37
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Investigación y desarrollo;36
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;1592
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Coquerías y refino de petróleo;1
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Agricultura, ganadería, caza y servicios relacionados con las mismas;713
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades postales y de correos;36
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades inmobiliarias;687
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Transporte terrestre y por tubería;1452
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Industrias extractivas;8
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de productos farmacéuticos;24
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Construcción;2150
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;53
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Industria química;29
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Construcción;2150
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de productos metálicos, excepto maquinaria y equipo;181
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";957
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Hostelería;3474
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Artes gráficas y reproducción de soportes grabados;90
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades de servicios sociales;158
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";292
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de productos informáticos, electrónicos y ópticos;8
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Total;23557
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Educación;582
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Venta y reparación de vehículos de motor y motocicletas;772
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades deportivas, recreativas y de entretenimiento;418
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de productos de caucho y plásticos;17
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Fabricación de muebles; otras industrias manufactureras";85
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Publicidad y estudios de mercado;159
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades asociativas;370
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Fabricación de material y equipo eléctrico;10
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";252
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades de organizaciones y organismos extraterritoriales;15
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Reparación e instalación de maquinaria y equipo;160
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Suministro de energía eléctrica, gas, vapor y aire acondicionado;30
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";815
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Actividades de alquiler;188
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Otros servicios personales;1092
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Pesca y acuicultura;62
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;Transporte marítimo y por vías navegables interiores;46
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";40
01/2023;Empresa inscrita en la Seguridad Social;Gran Canaria;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";210
